workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,catch_trials,subject_information.age,subject_information.american,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
34,main,,control3,,0,5750,,10,F,Jennifer,Todd played football in high school,control,control,Did Todd play football in high school?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,ub,6,Rachel,1,11086,some,11,M,William,"Jackson drank some of the sodas, and he did not drink all of them",hear,C,Did Rachel hear that Jackson drank some of the sodas?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,ub,10,Tina,0,6234,or,12,F,Elizabeth,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,,control4,,0,6733,,13,F,Sandra,Vanessa is good at math,control,control,Is Vanessa good at math?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,lb,11,Amanda,1,6784,or,14,M,Robert,Tony graded the midterm or the final or both,inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,lb,2,Scott,1,5851,some,15,M,Richard,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,lb,7,Kevin,0,5001,or,16,F,Betty,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,lb,5,Barbara,1,8086,some,17,F,Kimberly,Frank graded at least some of the math problems,discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,,control5,,0,7118,,18,F,Karen,Madison had a baby,control,control,Did Madison have a baby?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,ub,3,Justin,0,6318,some,19,F,Lisa,"Emma stole some of the office supplies, and she did not take all of them",establish,NonProj,Did Justin establish that Emma stole some of the office supplies?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,,control2,,0,4334,,20,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
34,main,lb,4,Janice,1,3768,some,21,F,Ashley,Danny solved at least some of the puzzles,acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,[],24,y,Yes,Great Study!,Graduated High School,Yes,m,English,No,Chrome,Mac,900,1440,3.752983333333334,
33,main,,control4,,0.18,7759,,4,F,Elizabeth,Vanessa is good at math,control,control,Is Vanessa good at math?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,,control2,,0.33,3109,,5,F,Carol,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,3,Justin,0.51,4777,some,6,F,Linda,Emma stole at least some of the office supplies,acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,2,Scott,0.28,6246,some,7,F,Donna,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,1,Patrick,0.69,4837,some,8,M,William,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,12,Melissa,0.44,6886,or,9,F,Karen,Josh drank coffee or tea or both,prove,C,Did Melissa prove that Josh drank coffee or tea?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,5,Barbara,0.43,72547,some,10,F,Kimberly,"Frank graded some of the math problems, and he did not grade all of them",establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,,control5,,0.21,4145,,11,M,George,Madison had a baby,control,control,Did Madison have a baby?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,8,Brian,0.44,5085,or,12,M,Robert,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,7,Kevin,0.5,5027,or,13,F,Betty,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,,control6,,0.13,4904,,14,F,Helen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,4,Janice,0.77,4176,some,15,F,Michelle,Danny solved at least some of the puzzles,hear,C,Did Janice hear that Danny solved some of the puzzles?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,11,Amanda,0.51,8581,or,16,M,Matthew,"Tony graded the midterm or the final, and he did not grade both",inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,lb,10,Tina,0.46,4007,or,17,F,Nancy,Jayden solved the crossword or the Rubik's cube or both,think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,,control1,,0.15,5572,,18,F,Sarah,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,9,Andrew,0.51,3458,or,19,F,Jessica,"Grace stole a laptop or a calculator, and she did not steal both",say,C,Did Andrew say that Grace stole a laptop or a calculator?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,,control3,,0.11,4224,,20,F,Lisa,Todd played football in high school,control,control,Did Todd play football in high school?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
33,main,ub,6,Rachel,0.52,7669,some,21,M,Thomas,"Jackson drank some of the sodas, and he did not drink all of them",reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,[],27,y,Yes,,,No,m,English and Chinese,,Chrome,Windows,1080,1920,3.1139833333333335,
5,main,,,,0.48,1432,,3,F,Lisa,,,control,Is Vanessa good at math?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.78,1483,,4,M,Paul,,,NonProj,Did Ben discover that Frank answered some of the questions?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.1,1517,,5,M,George,,,NonProj,Does Justin think that Emma used some of the office supplies?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.86,1149,,6,F,Sarah,,,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.15,1532,,7,M,George,,,control,Was Hendrick's car expensive?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.8,1233,,8,M,Thomas,,,C,Did Brian hear that Emily failed math or science?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.9,1483,,9,M,Paul,,,control,Is Zack coming to the meeting tomorrow?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.14,1034,,10,M,Robert,,,NonProj,Does Kevin know that Isabella ate cake or pie?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.9,1133,,11,F,Lisa,,,C,Did Ray acknowledge that Jackson completed some of the assignments?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.9,1350,,12,M,Mark,,,C,Did Scott say that Josie failed some of the courses?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.93,1183,,13,F,Karen,,,C,Did Amanda suggest that Tony answered emails or calls?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.23,1350,,14,M,Mark,,,control,Did Madison have a baby?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.9,1483,,15,F,Helen,,,NonProj,Did Andrew reveal that Grace used pens or markers?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.09,1267,,16,F,Elizabeth,,,NonProj,Did Tim establish that Jayden solved the puzzles or problems?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.92,1250,,17,F,Carol,,,C,Did Jerry confirm that Danny solved some of the puzzles?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.21,1267,,18,F,Jessica,,,C,Did Melissa prove that Josh bought coffee or tea?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.89,1166,,19,F,Elizabeth,,,control,Is Mary's aunt sick?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
5,main,,,,0.06,1283,,20,F,Sarah,,,control,Did Todd play football in high school?,[],35,n,No,huuky,,,,english ,,Chrome,Mac,956,1470,0.6451666666666667,
37,main,ub,2,Scott,0.05,24492,some,4,F,Betty,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,3,Justin,0.77,12691,some,5,F,Ashley,Emma stole at least some of the office supplies,discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,9,Andrew,0.16,13736,or,6,M,Robert,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,10,Tina,0.22,14622,or,7,M,Mark,Jayden solved the crossword or the Rubik's cube or both,establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,ub,11,Amanda,0.49,20300,or,8,M,Kenneth,"Tony graded the midterm or the final, and he did not grade both",confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control1,,0.03,10861,,9,F,Carol,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control5,,0.05,10683,,10,F,Margaret,Madison had a baby,control,control,Did Madison have a baby?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,ub,12,Melissa,0.57,19112,or,11,F,Linda,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,ub,7,Kevin,0.62,9419,or,12,M,Thomas,"Isabella ate cake or pie, and she did not eat both",prove,C,Did Kevin prove that Isabella ate cake or pie?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,5,Barbara,0.26,10937,some,13,M,James,Frank graded at least some of the math problems,reveal,NonProj,Did Barbara reveal that Frank graded some of the math problems?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control4,,0.03,4938,,14,F,Michelle,Vanessa is good at math,control,control,Is Vanessa good at math?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,ub,4,Janice,0.18,9913,some,15,F,Donna,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,1,Patrick,0.64,13098,some,16,F,Elizabeth,Mary ate at least some of the cupcakes,hear,C,Did Patrick hear that Mary ate some of the cupcakes?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,lb,8,Brian,0.7,11550,or,17,F,Jessica,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,ub,6,Rachel,0.94,9962,some,18,F,Susan,"Jackson drank some of the sodas, and he did not drink all of them",know,NonProj,Does Rachel know that Jackson drank some of the sodas?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control3,,0,3966,,19,F,Dorothy,Todd played football in high school,control,control,Did Todd play football in high school?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control6,,0,4611,,20,M,William,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
37,main,,control2,,0.15,6234,,21,M,George,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],54,y,Yes,I could've taken the sentences different ways so it was tough to rate them!,Some College,Yes,f,English,none,Chrome,Windows,1080,1920,4.845833333333333,
35,main,lb,12,Melissa,0.8,13265,or,4,M,Paul,Josh drank coffee or tea or both,acknowledge,C,Did Melissa acknowledge that Josh drank coffee or tea?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,lb,4,Janice,0.17,9915,some,5,M,Matthew,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control4,,0,6065,,6,F,Carol,Vanessa is good at math,control,control,Is Vanessa good at math?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control1,,0,5938,,7,F,Sandra,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,7,Kevin,0.17,11697,or,8,M,Steven,"Isabella ate cake or pie, and she did not eat both",inform_Sam,C,Did Kevin inform Sam that Isabella ate cake or pie?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,2,Scott,0.68,7418,some,9,F,Karen,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,lb,11,Amanda,0.45,17801,or,10,M,George,Tony graded the midterm or the final or both,think,NonProj,Does Amanda think that Tony graded the midterm or the final?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,8,Brian,0.54,9162,or,11,F,Ashley,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,lb,10,Tina,0.53,12934,or,12,M,Robert,Jayden solved the crossword or the Rubik's cube or both,establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,3,Justin,0.33,9405,some,13,M,Kenneth,"Emma stole some of the office supplies, and she did not take all of them",say,C,Did Justin say that Emma stole some of the office supplies?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,lb,1,Patrick,0.83,8386,some,14,F,Jessica,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control5,,0,5206,,15,F,Linda,Madison had a baby,control,control,Did Madison have a baby?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control6,,0,4297,,16,F,Margaret,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control3,,0,4419,,17,F,Michelle,Todd played football in high school,control,control,Did Todd play football in high school?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,,control2,,0,3249,,18,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,9,Andrew,0.32,9166,or,19,F,Elizabeth,"Grace stole a laptop or a calculator, and she did not steal both",prove,C,Did Andrew prove that Grace stole a laptop or a calculator?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,lb,5,Barbara,0.52,7234,some,20,F,Kimberly,Frank graded at least some of the math problems,know,NonProj,Does Barbara know that Frank graded some of the math problems?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
35,main,ub,6,Rachel,0.37,8403,some,21,M,Christopher,"Jackson drank some of the sodas, and he did not drink all of them",suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,[],41,y,Yes,,Graduated College,Yes,f,English,No,Chrome,Mac,1120,1792,4.039983333333334,
40,main,lb,9,Andrew,0.11,23578,or,4,M,Mark,Grace stole a laptop or a calculator or both,confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,[],36,y,Yes,I enjoyed the survey. ,Hold a higher degree,Yes,f,English,None.,Chrome,Windows,934,1494,4.829016666666667,
40,main,,control4,,0.04,6010,,5,F,Dorothy,Vanessa is good at math,control,control,Is Vanessa good at math?,[],36,y,Yes,I enjoyed the survey. ,Hold a higher degree,Yes,f,English,None.,Chrome,Windows,934,1494,4.829016666666667,
40,main,lb,4,Janice,0.47,5533,some,6,F,Donna,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,[],36,y,Yes,I enjoyed the survey. ,Hold a higher degree,Yes,f,English,None.,Chrome,Windows,934,1494,4.829016666666667,
40,main,lb,1,Patrick,0.28,8334,some,7,F,Michelle,Mary ate at least some of the cupcakes,hear,C,Did Patrick hear that Mary ate some of the cupcakes?,[],36,y,Yes,I enjoyed the survey. ,Hold a higher degree,Yes,f,English,None.,Chrome,Windows,934,1494,4.829016666666667,
