workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
34,main,ub,12,Melissa,1,17836,or,7,F,Jessica,"Josh drank coffee or tea, and he did not drink both",know,NonProj,Does Melissa know that Josh drank coffee or tea?,
34,main,ub,1,Patrick,0,6601,some,8,F,Dorothy,"Mary ate some of the cupcakes, and she did not eat all of them",confirm,C,Did Patrick confirm that Mary ate some of the cupcakes?,
34,main,,control1,,0,6317,,9,M,Steven,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
34,main,,control3,,0,5750,,10,F,Jennifer,Todd played football in high school,control,control,Did Todd play football in high school?,
34,main,ub,6,Rachel,1,11086,some,11,M,William,"Jackson drank some of the sodas, and he did not drink all of them",hear,C,Did Rachel hear that Jackson drank some of the sodas?,
34,main,ub,10,Tina,0,6234,or,12,F,Elizabeth,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,
34,main,,control4,,0,6733,,13,F,Sandra,Vanessa is good at math,control,control,Is Vanessa good at math?,
34,main,lb,11,Amanda,1,6784,or,14,M,Robert,Tony graded the midterm or the final or both,inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,
34,main,lb,2,Scott,1,5851,some,15,M,Richard,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,
34,main,lb,7,Kevin,0,5001,or,16,F,Betty,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,
34,main,lb,5,Barbara,1,8086,some,17,F,Kimberly,Frank graded at least some of the math problems,discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,
34,main,,control5,,0,7118,,18,F,Karen,Madison had a baby,control,control,Did Madison have a baby?,
34,main,ub,3,Justin,0,6318,some,19,F,Lisa,"Emma stole some of the office supplies, and she did not take all of them",establish,NonProj,Did Justin establish that Emma stole some of the office supplies?,
34,main,,control2,,0,4334,,20,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
34,main,lb,4,Janice,1,3768,some,21,F,Ashley,Danny solved at least some of the puzzles,acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,
33,main,,control4,,0.18,7759,,4,F,Elizabeth,Vanessa is good at math,control,control,Is Vanessa good at math?,
33,main,,control2,,0.33,3109,,5,F,Carol,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
33,main,lb,3,Justin,0.51,4777,some,6,F,Linda,Emma stole at least some of the office supplies,acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,
33,main,ub,2,Scott,0.28,6246,some,7,F,Donna,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,
33,main,lb,1,Patrick,0.69,4837,some,8,M,William,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,
33,main,lb,12,Melissa,0.44,6886,or,9,F,Karen,Josh drank coffee or tea or both,prove,C,Did Melissa prove that Josh drank coffee or tea?,
33,main,ub,5,Barbara,0.43,72547,some,10,F,Kimberly,"Frank graded some of the math problems, and he did not grade all of them",establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,
33,main,,control5,,0.21,4145,,11,M,George,Madison had a baby,control,control,Did Madison have a baby?,
33,main,lb,8,Brian,0.44,5085,or,12,M,Robert,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,
33,main,ub,7,Kevin,0.5,5027,or,13,F,Betty,"Isabella ate cake or pie, and she did not eat both",know,NonProj,Does Kevin know that Isabella ate cake or pie?,
33,main,,control6,,0.13,4904,,14,F,Helen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
33,main,lb,4,Janice,0.77,4176,some,15,F,Michelle,Danny solved at least some of the puzzles,hear,C,Did Janice hear that Danny solved some of the puzzles?,
33,main,ub,11,Amanda,0.51,8581,or,16,M,Matthew,"Tony graded the midterm or the final, and he did not grade both",inform_Sam,C,Did Amanda inform Sam that Tony graded the midterm or the final?,
33,main,lb,10,Tina,0.46,4007,or,17,F,Nancy,Jayden solved the crossword or the Rubik's cube or both,think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,
33,main,,control1,,0.15,5572,,18,F,Sarah,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
33,main,ub,9,Andrew,0.51,3458,or,19,F,Jessica,"Grace stole a laptop or a calculator, and she did not steal both",say,C,Did Andrew say that Grace stole a laptop or a calculator?,
33,main,,control3,,0.11,4224,,20,F,Lisa,Todd played football in high school,control,control,Did Todd play football in high school?,
33,main,ub,6,Rachel,0.52,7669,some,21,M,Thomas,"Jackson drank some of the sodas, and he did not drink all of them",reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,
5,main,,,,0.48,1432,,3,F,Lisa,,,control,Is Vanessa good at math?,
5,main,,,,0.78,1483,,4,M,Paul,,,NonProj,Did Ben discover that Frank answered some of the questions?,
5,main,,,,0.1,1517,,5,M,George,,,NonProj,Does Justin think that Emma used some of the office supplies?,
5,main,,,,0.86,1149,,6,F,Sarah,,,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,
5,main,,,,0.15,1532,,7,M,George,,,control,Was Hendrick's car expensive?,
5,main,,,,0.8,1233,,8,M,Thomas,,,C,Did Brian hear that Emily failed math or science?,
5,main,,,,0.9,1483,,9,M,Paul,,,control,Is Zack coming to the meeting tomorrow?,
5,main,,,,0.14,1034,,10,M,Robert,,,NonProj,Does Kevin know that Isabella ate cake or pie?,
5,main,,,,0.9,1133,,11,F,Lisa,,,C,Did Ray acknowledge that Jackson completed some of the assignments?,
5,main,,,,0.9,1350,,12,M,Mark,,,C,Did Scott say that Josie failed some of the courses?,
5,main,,,,0.93,1183,,13,F,Karen,,,C,Did Amanda suggest that Tony answered emails or calls?,
5,main,,,,0.23,1350,,14,M,Mark,,,control,Did Madison have a baby?,
5,main,,,,0.9,1483,,15,F,Helen,,,NonProj,Did Andrew reveal that Grace used pens or markers?,
5,main,,,,0.09,1267,,16,F,Elizabeth,,,NonProj,Did Tim establish that Jayden solved the puzzles or problems?,
5,main,,,,0.92,1250,,17,F,Carol,,,C,Did Jerry confirm that Danny solved some of the puzzles?,
5,main,,,,0.21,1267,,18,F,Jessica,,,C,Did Melissa prove that Josh bought coffee or tea?,
5,main,,,,0.89,1166,,19,F,Elizabeth,,,control,Is Mary's aunt sick?,
5,main,,,,0.06,1283,,20,F,Sarah,,,control,Did Todd play football in high school?,
37,main,ub,2,Scott,0.05,24492,some,4,F,Betty,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,
37,main,lb,3,Justin,0.77,12691,some,5,F,Ashley,Emma stole at least some of the office supplies,discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,
37,main,lb,9,Andrew,0.16,13736,or,6,M,Robert,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,
37,main,lb,10,Tina,0.22,14622,or,7,M,Mark,Jayden solved the crossword or the Rubik's cube or both,establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,
37,main,ub,11,Amanda,0.49,20300,or,8,M,Kenneth,"Tony graded the midterm or the final, and he did not grade both",confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,
37,main,,control1,,0.03,10861,,9,F,Carol,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
37,main,,control5,,0.05,10683,,10,F,Margaret,Madison had a baby,control,control,Did Madison have a baby?,
37,main,ub,12,Melissa,0.57,19112,or,11,F,Linda,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,
37,main,ub,7,Kevin,0.62,9419,or,12,M,Thomas,"Isabella ate cake or pie, and she did not eat both",prove,C,Did Kevin prove that Isabella ate cake or pie?,
37,main,lb,5,Barbara,0.26,10937,some,13,M,James,Frank graded at least some of the math problems,reveal,NonProj,Did Barbara reveal that Frank graded some of the math problems?,
37,main,,control4,,0.03,4938,,14,F,Michelle,Vanessa is good at math,control,control,Is Vanessa good at math?,
37,main,ub,4,Janice,0.18,9913,some,15,F,Donna,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,
37,main,lb,1,Patrick,0.64,13098,some,16,F,Elizabeth,Mary ate at least some of the cupcakes,hear,C,Did Patrick hear that Mary ate some of the cupcakes?,
37,main,lb,8,Brian,0.7,11550,or,17,F,Jessica,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,
37,main,ub,6,Rachel,0.94,9962,some,18,F,Susan,"Jackson drank some of the sodas, and he did not drink all of them",know,NonProj,Does Rachel know that Jackson drank some of the sodas?,
37,main,,control3,,0,3966,,19,F,Dorothy,Todd played football in high school,control,control,Did Todd play football in high school?,
37,main,,control6,,0,4611,,20,M,William,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
37,main,,control2,,0.15,6234,,21,M,George,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
35,main,lb,12,Melissa,0.8,13265,or,4,M,Paul,Josh drank coffee or tea or both,acknowledge,C,Did Melissa acknowledge that Josh drank coffee or tea?,
35,main,lb,4,Janice,0.17,9915,some,5,M,Matthew,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,
35,main,,control4,,0,6065,,6,F,Carol,Vanessa is good at math,control,control,Is Vanessa good at math?,
35,main,,control1,,0,5938,,7,F,Sandra,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
35,main,ub,7,Kevin,0.17,11697,or,8,M,Steven,"Isabella ate cake or pie, and she did not eat both",inform_Sam,C,Did Kevin inform Sam that Isabella ate cake or pie?,
35,main,ub,2,Scott,0.68,7418,some,9,F,Karen,"Josie failed some of the courses, and she did not fail all of them",hear,C,Did Scott hear that Josie failed some of the courses?,
35,main,lb,11,Amanda,0.45,17801,or,10,M,George,Tony graded the midterm or the final or both,think,NonProj,Does Amanda think that Tony graded the midterm or the final?,
35,main,ub,8,Brian,0.54,9162,or,11,F,Ashley,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,
35,main,lb,10,Tina,0.53,12934,or,12,M,Robert,Jayden solved the crossword or the Rubik's cube or both,establish,NonProj,Did Tina establish that Jayden solved the crossword or the Rubik's cube?,
35,main,ub,3,Justin,0.33,9405,some,13,M,Kenneth,"Emma stole some of the office supplies, and she did not take all of them",say,C,Did Justin say that Emma stole some of the office supplies?,
35,main,lb,1,Patrick,0.83,8386,some,14,F,Jessica,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,
35,main,,control5,,0,5206,,15,F,Linda,Madison had a baby,control,control,Did Madison have a baby?,
35,main,,control6,,0,4297,,16,F,Margaret,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
35,main,,control3,,0,4419,,17,F,Michelle,Todd played football in high school,control,control,Did Todd play football in high school?,
35,main,,control2,,0,3249,,18,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
35,main,ub,9,Andrew,0.32,9166,or,19,F,Elizabeth,"Grace stole a laptop or a calculator, and she did not steal both",prove,C,Did Andrew prove that Grace stole a laptop or a calculator?,
35,main,lb,5,Barbara,0.52,7234,some,20,F,Kimberly,Frank graded at least some of the math problems,know,NonProj,Does Barbara know that Frank graded some of the math problems?,
35,main,ub,6,Rachel,0.37,8403,some,21,M,Christopher,"Jackson drank some of the sodas, and he did not drink all of them",suggest,C,Did Rachel suggest that Jackson drank some of the sodas?,
40,main,lb,9,Andrew,0.11,23578,or,4,M,Mark,Grace stole a laptop or a calculator or both,confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,
40,main,,control4,,0.04,6010,,5,F,Dorothy,Vanessa is good at math,control,control,Is Vanessa good at math?,
40,main,lb,4,Janice,0.47,5533,some,6,F,Donna,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,
40,main,lb,1,Patrick,0.28,8334,some,7,F,Michelle,Mary ate at least some of the cupcakes,hear,C,Did Patrick hear that Mary ate some of the cupcakes?,
40,main,ub,5,Barbara,0.38,3782,some,8,M,Christopher,"Frank graded some of the math problems, and he did not grade all of them",establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,
40,main,lb,2,Scott,0.6,11887,some,9,M,David,Josie failed at least some of the courses,acknowledge,C,Did Scott acknowledge that Josie failed some of the courses?,
40,main,,control1,,0.03,3488,,10,M,Paul,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
40,main,lb,7,Kevin,0.25,2846,or,11,M,Steven,Isabella ate cake or pie or both,discover,NonProj,Did Kevin discover that Isabella ate cake or pie?,
40,main,,control3,,0.29,2342,,12,F,Sandra,Todd played football in high school,control,control,Did Todd play football in high school?,
40,main,ub,10,Tina,0.38,3933,or,13,F,Sarah,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",inform_Sam,C,Did Tina inform Sam that Jayden solved the crossword or the Rubik's cube?,
40,main,ub,3,Justin,0.5,12172,some,14,F,Carol,"Emma stole some of the office supplies, and she did not take all of them",prove,C,Did Justin prove that Emma stole some of the office supplies?,
40,main,ub,6,Rachel,0.18,4981,some,15,F,Nancy,"Jackson drank some of the sodas, and he did not drink all of them",think,NonProj,Does Rachel think that Jackson drank some of the sodas?,
40,main,,control5,,0.01,3637,,16,F,Susan,Madison had a baby,control,control,Did Madison have a baby?,
40,main,,control6,,0.01,2029,,17,F,Betty,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
40,main,,control2,,0.04,1773,,18,F,Linda,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
40,main,ub,11,Amanda,0.5,4885,or,19,F,Jennifer,"Tony graded the midterm or the final, and he did not grade both",know,NonProj,Does Amanda know that Tony graded the midterm or the final?,
40,main,lb,12,Melissa,0.02,1649,or,20,F,Helen,Josh drank coffee or tea or both,say,C,Did Melissa say that Josh drank coffee or tea?,
40,main,ub,8,Brian,0.07,2516,or,21,F,Elizabeth,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,
39,main,ub,9,Andrew,0.7,56714,or,4,M,Matthew,"Grace stole a laptop or a calculator, and she did not steal both",think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,
39,main,,control5,,0.19,5021,,5,F,Nancy,Madison had a baby,control,control,Did Madison have a baby?,
39,main,ub,10,Tina,0.67,9925,or,6,M,Steven,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",confirm,C,Did Tina confirm that Jayden solved the crossword or the Rubik's cube?,
39,main,,control2,,0.1,4882,,7,M,Thomas,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
39,main,lb,2,Scott,0.53,6928,some,8,F,Jennifer,Josie failed at least some of the courses,suggest,C,Did Scott suggest that Josie failed some of the courses?,
39,main,ub,8,Brian,0.28,12559,or,9,F,Michelle,"Emily failed math or science, and she did not fail both",hear,C,Did Brian hear that Emily failed math or science?,
39,main,lb,1,Patrick,0.65,8168,some,10,F,Dorothy,Mary ate at least some of the cupcakes,inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,
39,main,ub,6,Rachel,0.77,8771,some,11,M,George,"Jackson drank some of the sodas, and he did not drink all of them",know,NonProj,Does Rachel know that Jackson drank some of the sodas?,
39,main,,control6,,0.15,12460,,12,F,Sandra,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
39,main,,control4,,0.09,3441,,13,M,David,Vanessa is good at math,control,control,Is Vanessa good at math?,
39,main,lb,12,Melissa,0.12,16680,or,14,M,Christopher,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,
39,main,lb,3,Justin,0.13,4546,some,15,F,Betty,Emma stole at least some of the office supplies,prove,C,Did Justin prove that Emma stole some of the office supplies?,
39,main,,control3,,0.09,2947,,16,M,Mark,Todd played football in high school,control,control,Did Todd play football in high school?,
39,main,ub,5,Barbara,0.66,6513,some,17,F,Karen,"Frank graded some of the math problems, and he did not grade all of them",discover,NonProj,Did Barbara discover that Frank graded some of the math problems?,
39,main,,control1,,0.14,4255,,18,F,Susan,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
39,main,lb,7,Kevin,0.49,5151,or,19,F,Jessica,Isabella ate cake or pie or both,establish,NonProj,Did Kevin establish that Isabella ate cake or pie?,
39,main,ub,4,Janice,0.61,37984,some,20,F,Ashley,"Danny solved some of the puzzles, and he did not solve all of them",acknowledge,C,Did Janice acknowledge that Danny solved some of the puzzles?,
39,main,lb,11,Amanda,0.24,6738,or,21,F,Lisa,Tony graded the midterm or the final or both,say,C,Did Amanda say that Tony graded the midterm or the final?,
38,main,,control6,,0.09,9701,,4,M,Steven,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
38,main,lb,7,Kevin,0.02,10370,or,5,M,Thomas,Isabella ate cake or pie or both,confirm,C,Did Kevin confirm that Isabella ate cake or pie?,
38,main,,control3,,0,5593,,6,M,Mark,Todd played football in high school,control,control,Did Todd play football in high school?,
38,main,ub,12,Melissa,0.12,17794,or,7,F,Michelle,"Josh drank coffee or tea, and he did not drink both",think,NonProj,Does Melissa think that Josh drank coffee or tea?,
38,main,,control1,,0,9873,,8,F,Karen,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
38,main,lb,1,Patrick,0.28,13107,some,9,F,Linda,Mary ate at least some of the cupcakes,acknowledge,C,Did Patrick acknowledge that Mary ate some of the cupcakes?,
38,main,,control4,,0,7459,,10,M,Paul,Vanessa is good at math,control,control,Is Vanessa good at math?,
38,main,lb,11,Amanda,0.5,20427,or,11,F,Jessica,Tony graded the midterm or the final or both,say,C,Did Amanda say that Tony graded the midterm or the final?,
38,main,ub,5,Barbara,0.8,11508,some,12,M,David,"Frank graded some of the math problems, and he did not grade all of them",reveal,NonProj,Did Barbara reveal that Frank graded some of the math problems?,
38,main,ub,10,Tina,0.95,14354,or,13,M,Matthew,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",hear,C,Did Tina hear that Jayden solved the crossword or the Rubik's cube?,
38,main,,control2,,0.02,9068,,14,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
38,main,ub,2,Scott,0.01,20098,some,15,F,Betty,"Josie failed some of the courses, and she did not fail all of them",suggest,C,Did Scott suggest that Josie failed some of the courses?,
38,main,,control5,,0.16,10193,,16,F,Helen,Madison had a baby,control,control,Did Madison have a baby?,
38,main,lb,3,Justin,0.95,18972,some,17,F,Dorothy,Emma stole at least some of the office supplies,know,NonProj,Does Justin know that Emma stole some of the office supplies?,
38,main,lb,9,Andrew,0.5,14497,or,18,F,Nancy,Grace stole a laptop or a calculator or both,inform_Sam,C,Did Andrew inform Sam that Grace stole a laptop or a calculator?,
38,main,lb,4,Janice,0.41,15460,some,19,M,James,Danny solved at least some of the puzzles,prove,C,Did Janice prove that Danny solved some of the puzzles?,
38,main,ub,6,Rachel,0.14,31657,some,20,F,Kimberly,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,
38,main,ub,8,Brian,0.17,17348,or,21,F,Ashley,"Emily failed math or science, and she did not fail both",discover,NonProj,Did Brian discover that Emily failed math or science?,
36,main,ub,12,Melissa,0.49,29879,or,4,F,Dorothy,"Josh drank coffee or tea, and he did not drink both",say,C,Did Melissa say that Josh drank coffee or tea?,
36,main,ub,11,Amanda,0.79,33592,or,5,F,Susan,"Tony graded the midterm or the final, and he did not grade both",know,NonProj,Does Amanda know that Tony graded the midterm or the final?,
36,main,,control6,,0.32,7285,,6,F,Kimberly,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,
36,main,ub,3,Justin,0.96,9399,some,7,F,Lisa,"Emma stole some of the office supplies, and she did not take all of them",discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,
36,main,lb,1,Patrick,0,9996,some,8,F,Nancy,Mary ate at least some of the cupcakes,suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,
36,main,,control1,,0.2,7429,,9,M,James,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,
36,main,,control2,,0.64,7675,,10,M,David,Mary's aunt is sick,control,control,Is Mary's aunt sick?,
36,main,,control5,,0.78,4776,,11,F,Ashley,Madison had a baby,control,control,Did Madison have a baby?,
36,main,ub,4,Janice,0.96,8784,some,12,F,Margaret,"Danny solved some of the puzzles, and he did not solve all of them",reveal,NonProj,Did Janice reveal that Danny solved some of the puzzles?,
36,main,lb,9,Andrew,0.13,9161,or,13,F,Helen,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,
36,main,lb,8,Brian,0.24,7939,or,14,F,Sarah,Emily failed math or science or both,confirm,C,Did Brian confirm that Emily failed math or science?,
36,main,lb,6,Rachel,0,7405,some,15,M,Kenneth,Jackson drank at least some of the sodas,prove,C,Did Rachel prove that Jackson drank some of the sodas?,
36,main,lb,10,Tina,1,10091,or,16,M,Paul,Jayden solved the crossword or the Rubik's cube or both,acknowledge,C,Did Tina acknowledge that Jayden solved the crossword or the Rubik's cube?,
36,main,ub,2,Scott,1,10768,some,17,M,Thomas,"Josie failed some of the courses, and she did not fail all of them",inform_Sam,C,Did Scott inform Sam that Josie failed some of the courses?,
36,main,ub,7,Kevin,0.41,8397,or,18,F,Jennifer,"Isabella ate cake or pie, and she did not eat both",hear,C,Did Kevin hear that Isabella ate cake or pie?,
36,main,,control4,,0,4495,,19,F,Michelle,Vanessa is good at math,control,control,Is Vanessa good at math?,
36,main,,control3,,0.33,5328,,20,M,Matthew,Todd played football in high school,control,control,Did Todd play football in high school?,
36,main,lb,5,Barbara,0.08,10492,some,21,F,Betty,Frank graded at least some of the math problems,establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,
